Найменування зупинки,Попередня назва,Адреса зупинки,Розташування зупинки,Напрямок руху,Район,Автобус,Тролейбус,Трамвай
Мойсеївський міст,Мойсеївський міст,"Мойсеївська вул., 34",Віринська вул.,до вул. Шевченка,Київ.,,,●
вулиця Пестеля,вул. Пестеля,"Віринська вул., 42/24",Віринська вул.,до вул. Шевченка,Київ.,●,,●
вулиця Пестеля,вул. Пестеля,"Віринська вул., 39",Віринська вул.,до 15 лікарні,Київ.,,,●
вулиця Якіра,вул. Якіра,"Якіра вул., 31",Віринська вул.,до 15 лікарні,Київ.,,,●
вулиця Кольцовська,вул. Кольцовська,"Шевченка вул., 193",Шевченка вул.,до 15 лікарні,Київ.,,,●
вулиця Кольцовська,вул. Кольцовська,"Шевченка вул., 193",Шевченка вул.,до 15 лікарні,Київ.,●,,
вулиця Кольцовська,вул. Кольцовська,"Шевченка вул., 191/2",Шевченка вул.,до Гідропарку,Київ.,,,●
вулиця Кольцовська,вул. Кольцовська,"Шевченка вул., 152",Шевченка вул.,до Гідропарку,Київ.,●,,
Житлово-комунальний технікум,Житлово-комунальний технікум,"Шевченка вул., 233",Шевченка вул.,до Гідропарку,Київ.,,,●
Житлово-комунальний технікум,Житлово-комунальний технікум,"Шевченка вул., 198",Шевченка вул.,до Гідропарку,Київ.,●,,
Житлово-комунальний технікум,Житлово-комунальний технікум,"Шевченка вул., 235",Шевченка вул.,до центру,Київ.,,,●
Житлово-комунальний технікум,Житлово-комунальний технікум,"Шевченка вул., 235",Шевченка вул.,до центру,Київ.,●,,
вулиця Луганська,"вул. Луганська, вул. Герасимівська","Шевченка вул., 271",Шевченка вул.,до центру,Київ.,,,●
вулиця Луганська,"вул. Луганська, вул. Герасимівська","Шевченка вул., 271",Шевченка вул.,до центру,Київ.,●,,
вулиця Луганська,"вул. Луганська, вул. Герасимівська","Шевченка вул., 271",Шевченка вул.,до Гідропарку,Київ.,,,●
вулиця Луганська,"вул. Луганська, вул. Герасимівська","Шевченка вул., 222",Шевченка вул.,до Гідропарку,Київ.,●,,
вулиця Тахіатаська,"вул. Тахіатаська, Червоний в’їзд","Шевченка вул., 303",Шевченка вул.,до Гідропарку,Київ.,,,●
вулиця Тахіатаська,"вул. Тахіатаська, Червоний в’їзд","Шевченка вул., 238",Шевченка вул.,до Гідропарку,Київ.,●,,
вулиця Тахіатаська,"вул. Тахіатаська, Червоний в’їзд","Шевченка вул., 303",Шевченка вул.,до центру,Київ.,,,●
вулиця Тахіатаська,"вул. Тахіатаська, Червоний в’їзд","Шевченка вул., 303",Шевченка вул.,до центру,Київ.,●,,
Журавлівський гідропарк,Гідропарк,"Шевченка вул., 317",Шевченка вул.,на Салтівку,Київ.,,,●
Журавлівський гідропарк,Гідропарк,"Шевченка вул., 260",Шевченка вул.,на Салтівку,Київ.,●,,
Журавлівський гідропарк,Гідропарк,"Шевченка вул., 317",Шевченка вул.,"кінцева, до центру",Київ.,,,●
Журавлівський гідропарк,Гідропарк,"Шевченка вул., 317",Шевченка вул.,до центру,Київ.,●,,
вулиця Ковпака,вул. Сидора Ковпака,"Шевченка вул., 327",Ковпака вул.,на Салтівку,Київ.,,,●
вулиця Ковпака,вул. Сидора Ковпака,"Ковпака вул., 7",Ковпака вул.,на Салтівку,Київ.,●,,
вулиця Ковпака,вул. Сидора Ковпака,"Ковпака вул., 2",Ковпака вул.,до центру,Київ.,,,●
вулиця Ковпака,вул. Сидора Ковпака,"Ковпака вул., 2",Ковпака вул.,до центру,Київ.,●,,
вулиця Саперна,вул. Саперна,Ковпака вул.,Ковпака вул.,до центру,Київ.,,,●
вулиця Саперна,вул. Саперна,Ковпака вул.,Ковпака вул.,до центру,Київ.,●,,
вулиця Саперна,вул. Саперна,Ковпака вул.,Ковпака вул.,на Салтівку,Київ.,,,●
вулиця Жилярді,вул. Жилярді,"Ковпака вул., 30",Героїв Праці вул.,до Лісопарку,Київ.,●,,
вулиця Жилярді,вул. Жилярді,"Ковпака вул., 24",Героїв Праці вул.,на Салтівку,Київ.,,,●
вулиця Жилярді,вул. Жилярді,"Ковпака вул., 30",Героїв Праці вул.,на Салтівку,Київ.,●,,
